id,item_picture_src,item_name,item_short_description,item_description,languages,translations
100139,,SZECHUAN,One of the most densely populated provinces of China and known for it's hot and spicy cuisine.,"Szechuan province lies in the Southern half of the country. Szechuan cuisine is characterized as being hot and spicy. The Szechuan peppercorn gets its name from this region because of its long history of cultivation in the area and frequent use in dishes. Although not indigenous to the area (most likely brought along the silk road from India), chili peppers, both fresh and dried, are ubiquitous in Szechuan cooking. ",[],[]
100140,,TAKUAN,Daikon radish pickled in salt and bran.,Takuan is a form of tsukemono (Japanese-style pickle) and is often served as a side dish.  It is typically dyed yellow  and can be bought whole or sliced. Takuan is located in the cooler section of our stores.,"['English', 'Korean']","['Pickled Radish', 'Danmuji']"
100141,,TAMAGOYAKI,Tamagoyaki are Japanese rolled omelettes made in square frying pans called makiyakinabe.,Tamagoyaki can either be sweet (seasoned with sugar) or savory (seasoned with dashi stock and soy sauce). You might have had some in the form of nigiri sushi or in Japanese bento. Tamagoyaki are made using a rectangular fry pan called a makiyakinabe. Our gift departments carry makiyakinabe pans in multiple sizes. ,"['Japanese', 'Japanese', 'English']","['Tamago', 'Dashimaki', 'Grilled Egg']"
100142,,TAMARI,A sauce made from the liquid that collects during the fermentation of miso.,"Tamari is thicker, less salty, and sweeter than Soy Suace. While tamari contains little to no wheat, it's always best to check the label if gluten is an issue. ",[],[]
100143,https://www.uwajimaya.com/static/ee_images/made/1356264b24d7144c/Tamarind_600_600_200_200.png,TAMARIND,The brown pod-like fruit of the tamarind tree is a cooking ingredient used across Southern Asia for its sour flavor and ability to tenderize meat.,"Tamarind refers to two things: the tamarind tree, and the brown, pod-like fruit that grows on it. Within this fruit, you’ll find a tangy, sweet pulp. And that is where the magic lies.",[],[]
100144,https://www.uwajimaya.com/static/ee_images/made/af128afdcd134865/Tofu_600_600_200_200.png,TOFU,A versatile staple found in almost every Asian cuisine.,"Tofu: lots of people love it, some people… don’t. We think everyone would love tofu if they just gave it a chance and realized how much it can do.","['Chinese', 'English', 'Filipino']","['Doufu', 'Soybean Curd', 'Taho']"
100145,,TOGARASHI,Japanese chili pepper,"Literally ""seven-flavor chili"" or ""seven-color chili,"" shichimi as it is commonly known, is a mixture of seven spices that is used as a condiment for noodles, rice bowls (donburi) and one pot dishes (nabemono). Although the mixture varies from area to area, it usually includes, ground togarashi chilies, japanese peppers, ground citrus peel, sesame seeds, mustard and dried shiso.","['Japanese', 'Japanese']","['Shichimi', 'Nanairo Togarashi']"
100146,,WARABI,The unopened head of the bracken fern.,"Warabi, or bracken fern head, is a popular ingredient in Japanese sansai ryori (mountain vegetable cuisine). Appear in spring, warabi must be blanched well before use in soups, salads and other dishes. ",['English'],['Bracken Fern Head']
100147,https://www.uwajimaya.com/static/ee_images/made/9652ad0502bee433/wasabi_200_200.png,WASABI,,"Almost anyone who has eaten sushi or sashimi in a Japanese restaurant is familiar with the spicy green condiment that is wasabi. A relative of the common cabbage, wasabi grows near mountain streams in Japan. Fresh, grated wasabi can be found in higher-end sushi restaurants in Japan but is more familiar as a reconstituted powder.",['English'],['Japanese Horseradish']
100148,https://www.uwajimaya.com/static/ee_images/made/9652ad0502bee433/waterchestnuts_200_127.png,WATER CHESTNUTS,,"Water chestnuts have a slightly sweet, nutty flavor and crisp texture similar to apples or jicama. Unpeeled, the water chestnuts are small, round and dark brown in color. Water chestnuts texture make it a popular ingredient in many Asian dishes. Water chestnuts are available fresh or in cans.","['Japanese', 'Chinese', 'English', 'Chinese']","['hishinomi', 'ma taai', 'water caltrop', 'ling gok']"
100149,,WHEAT GLUTEN,Wheat Gluten is an insoluble protein found in wheat flour.,"Asian cooks have long isolated gluten by removing other starches from wheat dough and used the resulting dough in vegetarian cooking. Dishes featuring “mock chicken” or “mock duck” are often cooked with gluten. Although gluten itself has very little flavor, it readily absorbs the flavors of foods it is cooked with.",[],[]
100150,,WINTER MELON,"A member of the gourd family, winter melon is a popular asian vegetable","A member of the gourd family, winter melon is a popular asian vegetable for soups, braised or simmered dishes and is even enjoyed as a candied sweet. With a light-green waxy skin, winter melons can grow to as large as 100 pounds.","['Chinese', 'English', 'Indian', 'Japanese', 'Thai']","['Tung Gwa', 'Wax Gourd, White Gourd', 'Lauki, Petha', 'Togan', 'Fak']"
100151,,YAMAIMO,These small relatives to the taro root have a slippery texture when boiled and are used in Japanese dishes.,"Yamaimo is often eaten raw, grated over miso soup or on soba noodles. It is also a key ingredient in okokomoyaki, a type of Japanese pancake filled with vegetables and meat, and gives it its soft a fluffy texture. ",['English'],['Mountain Potato']
100152,,YUBA,Yuba is dried bean curd skin commonly used in Chinese and Japanese cuisine.,"Yuba is also called dried tofu skin, but unlike true tofu, yuba doesn’t need a coagulant to form. It is made by heating soy milk until a thin skin forms on the surface, and the skin is removed. The skin can be used fresh or dried for later use. ","['Japanese', 'English', 'English']","['Yuba', 'Bean Curd Sheet', 'Tofu Skin']"
100153,https://www.uwajimaya.com/static/ee_images/made/9652ad0502bee433/Yuzu_600x600_200_200.png,YUZU,Yuzu is a funny little citrus fruit that produces juice and rind for use in a variety of Japanese dishes.,"Thought to originate in central China before being brought to Japan over 1,000 years ago, yuzu is a funny little citrus fruit. Its flesh isn’t eaten often, but the juice and rind show up frequently in Japanese cooking.","['Japanese', 'English']","['Sudachi', 'Japanese Citron']"
100154,,ZONGZI,"A traditional Chinese rice dumpling made of glutinous rice stuffed with different fillings and wrapped in bamboo, lotus or banana leaves.","Zongzi rice dumplings are made with glutinous rice (sweet rice) and are stuffed with either sweet ingredients like sweet red bean paste, tapioca and taro, or savory ingredients like meat, salted duck eggs and mushrooms. ",['English'],['Rice Dumplings']
